article_key,article_number_current,article_number_ar,article_number_previous_if_any,mukarrar_flag,deleted_or_abolished_flag,chapter_number,chapter_title_ar,section_title_ar_if_any,official_source_url,official_source_access_date,official_article_present_flag,official_text_capture_status,uploaded_candidate_line_reference,uploaded_candidate_issue_flag,amendment_notes_present_flag,amendment_count,m44_related_flag,reconciliation_status,unresolved_issue_flag,reviewer_notes,official_english_translation_reference_available,english_translation_page_reference_if_used,english_translation_appendix_reference_if_used,english_reference_note,arabic_source_still_governs_flag
labor_law_art_143,143,المادة الثالثة والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_144,144,المادة الرابعة والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_145,145,المادة الخامسة والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_146,146,المادة السادسة والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_147,147,المادة السابعة والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_148,148,المادة الثامنة والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_149,149,المادة التاسعة والأربعون بعد المائة,,no,yes,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,2,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_150,150,المادة الخمسون بعد المائة,,no,yes,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_151,151,المادة الحادية والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,2,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_152,152,المادة الثانية والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_153,153,المادة الثالثة والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_154,154,المادة الرابعة والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_155,155,المادة الخامسة والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_156,156,المادة السادسة والخمسون بعد المائة,,no,yes,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_157,157,المادة السابعة والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_158,158,المادة الثامنة والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_159,159,المادة التاسعة والخمسون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_160,160,المادة الستون بعد المائة,,no,no,9,تشغيل النساء,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_161,161,المادة الحادية والستون بعد المائة,,no,no,10,تشغيل الأحداث,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_162,162,المادة الثانية والستون بعد المائة,,no,no,10,تشغيل الأحداث,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_163,163,المادة الثالثة والستون بعد المائة,,no,no,10,تشغيل الأحداث,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_164,164,المادة الرابعة والستون بعد المائة,,no,no,10,تشغيل الأحداث,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_165,165,المادة الخامسة والستون بعد المائة,,no,no,10,تشغيل الأحداث,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_166,166,المادة السادسة والستون بعد المائة,,no,no,10,تشغيل الأحداث,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_167,167,المادة السابعة والستون بعد المائة,,no,no,10,تشغيل الأحداث,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_168,168,المادة الثامنة والستون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_169,169,المادة التاسعة والستون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_170,170,المادة السبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_171,171,المادة الحادية والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_172,172,المادة الثانية والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_173,173,المادة الثالثة والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_174,174,المادة الرابعة والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_175,175,المادة الخامسة والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_176,176,المادة السادسة والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_177,177,المادة السابعة والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_178,178,المادة الثامنة والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,needs_manual_check,article_renumbered_by_amendment via M/44,yes,,,,yes
labor_law_art_179,179,المادة التاسعة والسبعون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_180,180,المادة الثمانون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_181,181,المادة الحادية والثمانون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_182,182,المادة الثانية والثمانون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_183,183,المادة الثالثة والثمانون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_184,184,المادة الرابعة والثمانون بعد المائة,,no,no,11,عقد العمل البحري,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_185,185,المادة الخامسة والثمانون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_186,186,المادة السادسة والثمانون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_187,187,المادة السابعة والثمانون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_188,188,المادة الثامنة والثمانون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_189,189,المادة التاسعة والثمانون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_190,190,المادة التسعون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_191,191,المادة الحادية والتسعون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_192,192,المادة الثانية والتسعون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_193,193,المادة الثالثة والتسعون بعد المائة,,no,no,12,العمل في المناجم والمحاجر,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_194,194,المادة الرابعة والتسعون بعد المائة,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_195,195,المادة الخامسة والتسعون بعد المائة,,no,yes,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_196,196,المادة السادسة والتسعون بعد المائة,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,2,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_197,197,المادة السابعة والتسعون بعد المائة,,no,yes,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,2,yes,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_198,198,المادة الثامنة والتسعون بعد المائة,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_199,199,المادة التاسعة والتسعون بعد المائة,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_200,200,المادة المئتان,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_201,201,المادة الأولى بعد المائتين,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_202,202,المادة الثانية بعد المائتين,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_203,203,المادة الثالثة بعد المائتين,,no,yes,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,2,yes,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_204,204,المادة الرابعة بعد المائتين,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_205,205,المادة الخامسة بعد المائتين,,no,yes,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_206,206,المادة السادسة بعد المائتين,,no,yes,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_207,207,المادة السابعة بعد المائتين,,no,yes,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_208,208,المادة الثامنة بعد المائتين,,no,yes,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_209,209,المادة التاسعة بعد المائتين,,no,no,13,تفتيش العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_210,210,المادة العاشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_211,211,المادة الحادية عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_212,212,المادة الثانية عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_213,213,المادة الثالثة عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_214,214,المادة الرابعة عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_215,215,المادة الخامسة عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_216,216,المادة السادسة عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_217,217,المادة السابعة عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_218,218,المادة الثامنة عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_219,219,المادة التاسعة عشرة بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_220,220,المادة العشرون بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_221,221,المادة الحادية والعشرون بعد المائتين,,no,yes,14,هيئات تسوية الخلافات العمالية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
