article_id,instrument,article,function_class,function_rule_label,function_ambiguous,function_note,subtype_descriptive,completeness_class,provenance,operational_core_rank_3y,court_judgments,party_judgments,hybrid_rate,named_fiqh_rate,maxim_rate,window
evidence_law:6,evidence_law,6,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,24,27,25.0,4.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:70,commercial_courts_law,70,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,24,7,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:14,companies_law,14,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,23,5,8.7,4.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
law_practice_implementing_regulation:5,law_practice_implementing_regulation,5,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,23,4,13.0,8.7,4.3,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:87,commercial_courts_law,87,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,23,2,21.7,17.4,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:53,arbitration_law,53,INSTITUTIONAL_OPERATION,DISPUTE_DECISION,false,the enforcement order and the documents filed with it,arbitration,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,23,0,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:53,commercial_courts_implementing_regulation,53,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,23,17,30.4,13.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:109,sharia_procedure_law,109,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,22,2,13.6,9.1,4.5,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:3,sharia_procedure_law,3,,,,,standing_capacity,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,22,94,22.7,13.6,4.5,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:96,evidence_law,96,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,22,9,40.9,27.3,4.5,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:72,commercial_courts_implementing_regulation,72,,,,,case_management,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,22,14,9.1,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:8,sharia_procedure_law,8,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,22,1,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:55,evidence_law,55,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,22,24,31.8,13.6,4.5,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:2,sharia_procedure_law,2,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,21,7,28.6,14.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:211,sharia_procedure_law,211,,,,,standing_capacity,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,21,7,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:76,commercial_courts_law,76,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,20,137,10.0,10.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
law_practice_law:18,law_practice_law,18,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,20,35,10.0,10.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:66,evidence_law,66,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,20,56,35.0,15.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:4,companies_law,4,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,19,5,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:107,sharia_procedure_law,107,,,,,attendance_default,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,19,0,42.1,21.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
telecommunications_law:10,telecommunications_law,10,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,19,4,10.5,10.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:19,commercial_courts_implementing_regulation,19,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,18,3,33.3,16.7,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:90,commercial_courts_law,90,,,,,case_management,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,18,136,27.8,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
bankruptcy_law:97,bankruptcy_law,97,,,,,insolvency,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,18,4,5.6,5.6,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:99,evidence_law,99,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,18,4,27.8,16.7,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:85,commercial_courts_law,85,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,18,15,55.6,33.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:218,commercial_courts_implementing_regulation,218,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,17,0,64.7,41.2,11.8,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:100,commercial_courts_implementing_regulation,100,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,17,5,35.3,5.9,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:33,commercial_courts_implementing_regulation,33,,,,,jurisdiction,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,17,2,23.5,23.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:93,commercial_courts_law,93,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,17,20,11.8,5.9,5.9,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_implementing_regulation:1,sharia_procedure_implementing_regulation,1,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,17,0,29.4,23.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:88,evidence_law,88,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,17,21,82.4,82.4,11.8,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:17,sharia_procedure_law,17,,,,,service_notice,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,17,3,11.8,5.9,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_implementing_regulation:3,sharia_procedure_implementing_regulation,3,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,7,56.2,25.0,25.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:67,evidence_law,67,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,9,43.8,25.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:16,companies_law,16,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,13,18.8,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
bankruptcy_law:4,bankruptcy_law,4,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,1,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:202,sharia_procedure_law,202,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,8,18.8,12.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:38,sharia_procedure_law,38,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,7,25.0,12.5,12.5,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:5,sharia_procedure_law,5,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,9,18.8,18.8,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:2,companies_law,2,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,15,6.2,6.2,6.2,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:43,commercial_courts_implementing_regulation,43,,,,,service_notice,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,16,0,25.0,18.8,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:56,commercial_courts_law,56,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,14,6,64.3,64.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_implementing_regulation:4,arbitration_implementing_regulation,4,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,14,0,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:175,companies_law,175,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,14,25,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:182,commercial_courts_implementing_regulation,182,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,14,1,7.1,7.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:52,commercial_courts_law,52,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,14,6,50.0,7.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:11,commercial_courts_law,11,,,,,service_notice,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,5,15.4,7.7,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:53,commercial_courts_law,53,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,3,100.0,30.8,15.4,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:56,sharia_procedure_law,56,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,2,15.4,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:36,commercial_courts_implementing_regulation,36,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,34,53.8,38.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:45,sharia_procedure_law,45,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,5,7.7,7.7,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:173,companies_law,173,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,15,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:44,evidence_law,44,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,18,30.8,15.4,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:167,companies_law,167,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,30,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:15,companies_law,15,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,13,10,46.2,30.8,7.7,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:59,evidence_law,59,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,12,4,41.7,41.7,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:51,companies_law,51,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,12,12,8.3,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:215,evidence_law,215,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,12,0,91.7,75.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:564,civil_transactions_law,564,,,,,obligation,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,12,1,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:213,commercial_courts_implementing_regulation,213,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,12,1,33.3,25.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:401,civil_transactions_law,401,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,12,0,58.3,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:39,sharia_procedure_law,39,,,,,attendance_default,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,12,3,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
bankruptcy_law:1,bankruptcy_law,1,,,,,definitions,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,3,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:21,sharia_procedure_law,21,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,2,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:44,commercial_courts_implementing_regulation,44,,,,,service_notice,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,1,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
bankruptcy_law:46,bankruptcy_law,46,,,,,insolvency,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,12,9.1,9.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:151,companies_law,151,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,34,9.1,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:204,evidence_law,204,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,0,90.9,81.8,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:80,sharia_procedure_law,80,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,48,36.4,18.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:9,companies_law,9,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,11,9.1,9.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:85,evidence_law,85,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,3,36.4,36.4,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:226,commercial_courts_implementing_regulation,226,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,1,18.2,9.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:220,companies_law,220,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,15,18.2,9.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:6,commercial_courts_implementing_regulation,6,,,,,costs,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,10,27.3,18.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_implementing_regulation:57,sharia_procedure_implementing_regulation,57,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,16,54.5,45.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:23,evidence_law,23,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,11,2,81.8,81.8,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:99,commercial_courts_implementing_regulation,99,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,3,20.0,20.0,10.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:15,evidence_law,15,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,2,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:88,sharia_procedure_law,88,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,6,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:161,companies_law,161,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,14,30.0,10.0,20.0,contemporary_5y (1442-1446); rank column is 1444-1446
trademark_law:3,trademark_law,3,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,24,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:201,sharia_procedure_law,201,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,16,40.0,40.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:91,civil_transactions_law,91,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,2,80.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:9,evidence_law,9,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,8,40.0,10.0,10.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:165,companies_law,165,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,49,10.0,10.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:6,commercial_courts_law,6,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,7,30.0,10.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:1,companies_law,1,,,,,definitions,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,5,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:54,evidence_law,54,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,16,20.0,20.0,10.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:72,commercial_courts_law,72,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,10,8,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:171,companies_law,171,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,9,10,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:33,sharia_procedure_law,33,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,9,12,11.1,11.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:24,commercial_courts_law,24,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,9,87,66.7,33.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_books_law:8,commercial_books_law,8,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,9,11,22.2,22.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:20,evidence_law,20,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,9,14,22.2,11.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:50,sharia_procedure_law,50,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,9,21,55.6,11.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
copyright_law:21,copyright_law,21,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,8,10,25.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:65,companies_law,65,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,8,15,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:72,evidence_law,72,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,8,10,75.0,50.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:71,commercial_courts_law,71,,,,,enforcement,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,8,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:53,evidence_law,53,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,8,14,12.5,12.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:3,companies_law,3,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,8,10,50.0,50.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:181,companies_law,181,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,7,53,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:84,commercial_courts_law,84,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,7,27,57.1,28.6,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
basic_law_of_governance:47,basic_law_of_governance,47,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,7,14,42.9,42.9,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:94,civil_transactions_law,94,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,7,10,14.3,14.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:26,commercial_courts_law,26,,,,,damages,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,7,126,14.3,14.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:178,companies_law,178,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,7,14,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
law_practice_law:27,law_practice_law,27,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,7,18,28.6,14.3,14.3,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:27,companies_law,27,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,6,15,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:34,sharia_procedure_law,34,,,,,jurisdiction,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,6,11,16.7,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:79,sharia_procedure_law,79,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,6,21,33.3,33.3,16.7,contemporary_5y (1442-1446); rank column is 1444-1446
criminal_procedure_law:3,criminal_procedure_law,3,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,6,17,16.7,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:67,companies_law,67,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,6,16,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:35,companies_law,35,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,6,17,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:120,sharia_procedure_law,120,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,10,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:8,companies_law,8,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,11,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:23,sharia_procedure_law,23,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,25,60.0,20.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:57,commercial_courts_law,57,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,20,80.0,40.0,20.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_implementing_regulation:73,sharia_procedure_implementing_regulation,73,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,10,40.0,40.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
trademark_law:2,trademark_law,2,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,17,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:84,sharia_procedure_law,84,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,36,40.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:78,companies_law,78,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,5,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:65,sharia_procedure_law,65,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,4,12,75.0,75.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:26,companies_law,26,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,4,21,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:29,companies_law,29,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,4,12,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:55,commercial_courts_law,55,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,4,12,25.0,25.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:21,companies_law,21,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,4,43,25.0,25.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:58,companies_law,58,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,4,16,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:211,companies_law,211,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,4,16,25.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:87,sharia_procedure_law,87,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,3,17,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:67,commercial_courts_law,67,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,3,11,33.3,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:13,commercial_courts_law,13,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,3,23,33.3,33.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:13,companies_law,13,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,3,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:95,civil_transactions_law,95,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,3,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:80,companies_law,80,,,,,corporate,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,3,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
