article_id,instrument,article,official_text_ref,completeness_class,classification,class_ambiguous,rate_seen_before_classifying,court_judgments,court_nonstatutory_rate,court_named_fiqh_rate,party_judgments,party_nonstatutory_rate,operational_core_rank,window
evidence_law:9,evidence_law,9,corpus_registry.json / tracks / evidence_law / article 9,,not classified: outside the n>=30 frame,,,10,40.0,10.0,8,,,contemporary_5y (1442-1446)
sharia_procedure_law:88,sharia_procedure_law,88,corpus_registry.json / tracks / sharia_procedure_law / article 88,,not classified: outside the n>=30 frame,,,10,0.0,0.0,6,,,contemporary_5y (1442-1446)
companies_law:161,companies_law,161,corpus_registry.json / tracks / companies_law / article 161,,not classified: outside the n>=30 frame,,,10,30.0,10.0,14,,,contemporary_5y (1442-1446)
commercial_courts_law:72,commercial_courts_law,72,corpus_registry.json / tracks / commercial_courts_law / article 72,,not classified: outside the n>=30 frame,,,10,0.0,0.0,8,,,contemporary_5y (1442-1446)
companies_law:165,companies_law,165,corpus_registry.json / tracks / companies_law / article 165,,not classified: outside the n>=30 frame,,,10,10.0,10.0,49,36.7,,contemporary_5y (1442-1446)
sharia_procedure_law:201,sharia_procedure_law,201,corpus_registry.json / tracks / sharia_procedure_law / article 201,,not classified: outside the n>=30 frame,,,10,40.0,40.0,16,,,contemporary_5y (1442-1446)
commercial_courts_law:6,commercial_courts_law,6,corpus_registry.json / tracks / commercial_courts_law / article 6,,not classified: outside the n>=30 frame,,,10,30.0,10.0,7,,,contemporary_5y (1442-1446)
companies_law:1,companies_law,1,corpus_registry.json / tracks / companies_law / article 1,,not classified: outside the n>=30 frame,,,10,0.0,0.0,5,,,contemporary_5y (1442-1446)
evidence_law:15,evidence_law,15,corpus_registry.json / tracks / evidence_law / article 15,,not classified: outside the n>=30 frame,,,10,0.0,0.0,2,,,contemporary_5y (1442-1446)
trademark_law:3,trademark_law,3,corpus_registry.json / tracks / trademark_law / article 3,,not classified: outside the n>=30 frame,,,10,0.0,0.0,24,41.7,,contemporary_5y (1442-1446)
evidence_law:54,evidence_law,54,corpus_registry.json / tracks / evidence_law / article 54,,not classified: outside the n>=30 frame,,,10,20.0,20.0,16,,,contemporary_5y (1442-1446)
civil_transactions_law:91,civil_transactions_law,91,corpus_registry.json / tracks / civil_transactions_law / article 91,,not classified: outside the n>=30 frame,,,10,80.0,0.0,2,,,contemporary_5y (1442-1446)
